"review_clean_id","place_name","place_id","cid","category","address","stars","rating","text","text_translated","original_language","published_at","reviewer_name","reviewer_total_reviews","is_local_guide","review_url","source_url","review_usable","aspect_product","aspect_taste","aspect_price","aspect_packaging","aspect_service","aspect_queue","aspect_parking","aspect_tourism_context","aspect_count"
"OOREV-20260609-0011","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Rasanya enak banget,pelayananya ramah bangettt","","id","2026-06-03T03:51:19.016Z","Rudi Chalkzone4","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsSE5EbGtia2wwVlVsRWMyZHRVbWhRT1hwQ09IYxAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOklHNDlkbkl0VUlEc2dtUmhQOXpCOHc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","False","True","False","False","True","False","False","False","2"
"OOREV-20260609-0012","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"cepat pemesanan nya, dan enak","","id","2026-06-02T04:50:21.823Z","Nja kc","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT201U1NEZEdjR3A1Vm1ORmNWVkZhM053TW5oTFpsRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOm5SSDdGcGp5VmNFcVVFa3NwMnhLZlE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","False","True","False","False","True","False","False","False","2"
"OOREV-20260609-0013","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Donatnya enak","","id","2026-06-02T04:48:37.953Z","Desi Irvani Prasasti","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SUGJEQlNMVGhxV2pKd2RVZE9Ra2gzZFVOcWNrRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOnRPbDBSLThqWjJwdUdOQkh3dUNqckE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","False","False","False","False","2"
"OOREV-20260609-0014","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Donatnya lembut, enak bikin ketagihan dan pelayanannya juga cepat","","id","2026-06-02T04:48:16.064Z","Wulan Nurulhuda","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t4aVVsbDZNWGN5YUhNdGVGcFNOSFpaUkVwalNFRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOkxiUll6MXcyaHMteFpSNHZZREpjSEE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","True","False","False","False","3"
"OOREV-20260609-0015","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Enak banget donatnya empuk","","id","2026-06-02T04:40:59.086Z","SYAHIDAH SALSABILA","3","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2sweFVWZzNhbmRIYmpacmMyZEtiR3hmYjJ0c1ZGRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOk0xUVg3andHbjZrc2dKbGxfb2tsVFE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","False","False","False","False","2"
"OOREV-20260609-0016","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Sangat rekomen, yg ke lembang wajib bawa oleh2 iniðŸ™‚â€â†”ï¸","","id","2026-06-01T11:05:37.043Z","Diary Bukula","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xME5XaDFZa3hMU0U1UmRqTnlXVVV5U1V3emNYYxAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOm10NWh1YkxLSE5RdjNyWUUySUwzcXc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","False","False","True","False","False","False","False","2"
"OOREV-20260609-0017","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Donatnya enak dan topping nya mantuuullâœ¨âœ¨","","id","2026-06-01T11:04:51.021Z","Desvia Faradillah","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21SdVYwbzBWRVJhWjNweGVGTTRNbmRZWlZscVQyYxAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOmRuV0o0VERaZ3pxeFM4MndYZVlqT2c%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","False","False","False","False","2"
"OOREV-20260609-0018","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Pelayanannya ramah dan donatnyaaa sangaaat enak dan lembut","","id","2026-06-01T11:02:42.024Z","desvia faradillah","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25weGJrNDFkSE5VZEVseGIzUkxXa0V0T0dNelNVRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOnpxbk41dHNUdElxb3RLWkEtOGMzSUE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","True","False","False","False","3"
"OOREV-20260609-0019","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Varian beragam dan enak!!!!","","id","2026-06-01T11:01:35.991Z","Diar Fesyen","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21SbFVFSTRia0pZY2sxbVVIWkphVkowTVZwcFJWRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOmRlUEI4bkJYck1mUHZJaVJ0MVppRVE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","False","True","False","False","False","False","False","False","1"
"OOREV-20260609-0020","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Donat nya enak dan lembutt bgt ðŸ¤¤ðŸ¤¤ðŸ¤¤","","id","2026-06-01T11:00:35.815Z","desvia faradillah","5","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KMlQxUXpkVVJVYmxaNVMyUTNkbE53ZERKa1NIYxAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOnJ2T1QzdURUblZ5S2Q3dlNwdDJkSHc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","False","False","False","False","2"
"OOREV-20260609-0021","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Donat nya enak dan lucu"" pelayanan nya ramah dan lucu pake kostum sapi","","id","2026-06-01T10:59:12.156Z","dyah destriyanah","3","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xweExWbENjVlExZFhaa1ZYZFFabXc0YnpCVGFWRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOlpxLVlCcVQ1dXZkVXdQZmw4bzBTaVE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","True","False","False","False","3"
"OOREV-20260609-0022","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Lucuuuuu dan sangat terjangkau","","id","2026-06-01T10:57:19.142Z","indah cahyu","6","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tOSldIcEZiV0o2ZW5WeFVEaGlTVVJYVEVFMVJXYxAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOkNJWHpFbWJ6enVxUDhiSURXTEE1RWc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","False","False","True","False","False","False","False","False","1"
"OOREV-20260609-0023","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"pelayanannya ramahh rasanyaaa syusyuuu bangetttt","","id","2026-06-01T08:03:50.745Z","nunun nununainie","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCWlExTlNkMngyTW1ORGExbGFiMVpKT1dkbWNXYxAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOjBZQ1NSd2x2MmNDa1lab1ZJOWdmcWc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","False","True","False","False","True","False","False","False","2"
"OOREV-20260609-0024","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Pelayanan ramah dan posisinya strategis","","id","2026-06-01T08:02:06.597Z","Feril Latuferiza","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xoT1VUVkVlVFJIWlZZeFJHTllaWEZHYW1KNVMwRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOlhOUTVEeTRHZVYxRGNYZXFGamJ5S0E%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","False","False","False","False","True","False","False","False","1"
"OOREV-20260609-0025","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Pelayanan baik untuk harga donat murchhhh apalagi tersedia pembelian di tiktokðŸ˜","","id","2026-06-01T07:39:33.759Z","my wafflen","1","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w4NWVtdDROWFZVZFRaeFFYSkhkRVJvTkZNNVNVRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOl85emt4NXVUdTZxQXJHdERoNFM5SUE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","False","True","False","True","False","False","False","3"
"OOREV-20260609-0026","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"donatnya enak lembut, pelayanan ramah â­ï¸5","","id","2026-05-31T12:14:35.249Z","Octa","2","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWelozUmpXV2xxYzJkRk4wMXZaVk5uVEMxSVRGRRAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOlVzZ3RjWWlqc2dFN01vZVNnTC1ITFE%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","True","True","False","False","True","False","False","False","3"
"OOREV-20260609-0027","Donatsu - Donat Susu Lembang","ChIJi7Sm-CHhaC4RXfVvX8XFJlE","5847578617687569757","Toko Donat","Jl. Raya Lembang No.410, Lembang, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia","5",,"Tempat strategis gampang di cari,rasa mantapp,pelayanan sangat ramahhh pokoknya","","id","2026-05-31T12:11:51.622Z","carel prasetya","3","False","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21zMGRuVTBjbTE2Y0ZwNFgzbzROSHBsT1VKV1JtYxAB!2m1!1s0x0:0x5126c5c55f6ff55d!3m1!1s2@1:CAIQACodChtycF9oOms0dnU0cm16cFp4X3o4NHplOUJWRmc%7C%7C?hl=id","https://www.google.com/maps/search/?api=1&query=Donatsu%20-%20Donat%20Susu%20Lembang&query_place_id=ChIJi7Sm-CHhaC4RXfVvX8XFJlE","True","False","True","False","False","True","False","False","False","2"
